CEFR_Level,Text
A1,"My name is Carlos, I soft. I get up at 7 o'clock and take a shower. Then at 8 a.m"
B1,"Hi, Andrea"
A1,"Dear Ms Thomas,"
B1,"Marry, I am flattered. Thank you for making me happy. I know you are a beautiful, smart and have sense of humor , have your own opinion to this world. A lont of your friend have admited to me they admiring you.Surely you are reasonable and intelligent enough to find good man. I am married three years ago, I am sorry that I didn't tell you before now. Thank you again, I wish we are friend yet. Your sincerely Jone"
A1,"Hi, my name is Aleksey, i'm from Moscow. I am learning english to Englishtown, I really want to learn English."
A2,"Dear Paul, I'm sorry that missed your wedding, but I have a backache. I can't walk, the doctor visited me and he said I should stay in bed. I'll be better in a few days, I whish you a wanderful honeymoon, I hope will see you soon. Best Regard Antonio"
B1,Italy has one of the strictest law against using mobile phones while driving. The only problem is that nobody
A1,Hi!
A2,"Hi Mum and Patrizia, I'm going to go a music festival in London this week end. It'll be wonderfull: I'm going to watch and listen my favourite English rock singers! I'm living tomorrow by plane and I'm camping in a tent. I'll need flashlight and sleeping bag. We are in Autunm and the weather in London it'll not be warm, maybe it'll rain. So I'll need umbrella, raincoat and sweaters. Have a great week end too! Kiss Tiziana"
A1,Hi!
A1,"Dear Ms Thomas, There are 13 computers and 16 keyboards in the office. Also"
A2,"January 9, Dear Kary, Thanks for inviting me"
A2,I
A2,"I prefer wearing casual, new, bright clothes, not formal outfits. I"
A1,Saturday:
B1,To whom loves outdoor sports: Congratulation
A2,"This Saturday, there is going to be a Musical Concert in"
B1,"My new cell phone has positively affected my life. Before I bought it, I'd been using"
A2,"May 2,"
A1,
A2,This
A1,
C1,"One successful person I admire is Arnold Schwarzenegger. I have just read his autobiographyhe was a thick person when was necessary in order to achieve the success. For instance, when he was a bodybuilder and there was a important contest,"
A2,
A2,"Hi granny, How are you? Look at my photo, it was in Canada last month. This beautiful woman wearing blue trousers an white top is my girlfriend, she is sitting on the pit edge, looking the sea. Below is my friend Mike he has long, straight, blond hair, and he is wearing brown shirt, we was in a park this day. This couple we met at the park, they are japanese, they have straight, black hair, and they were very happy."
A1,"Hi, Brigit. Thank you for your message."
A2,"To: xxx@kgb.com; xxx@kbg.com From: xxx@tot.com Subject: Dubai networking event Good day, Ahmed and Sara. I'm"
A1,"Good evening. How are you? I am fine,"
A1,I worked in Continex to four years. I was
A1,I live in Tarragona it's on the south of Catalonia. The best beaches
B1,To whom it may concern I am writing in response to your online ad for a computer programmer. I have 5
A1,"Hi! My name is Jesse ,I'm thrity years old, I'm from China .I live in Suzhou city, There are five people in my family:my father,my mother,my wife,my daugther and I,my mother is sixty-one and my father is fifty-nine. My wife and daugther live in Suzhou,China ,My wife is twenty-nine and my daugther only one years old. Goodbye!"
B2,Gender differences in our country
A1,I like to shop
A2,Most of my clothes are cheap. I'd rather not wear expensive brands. I prefer go to a department store and buy something of polyester and cotton of several colors and a faded jeans.
A1,"Dear Ms Thoms, There are 13 computers and 16 keyboards in the office.Also,there are 6 pens and 8 pencils.There are 13 desks and 15 chairs. Haiping Chen"
A2,"Dear Fernanda,"
A1,"ALDO INVITES YOU TO HIS BIRTHDAY PARTY. I'm 45 years old on Saturday, April 7rd, and I'm having a party. On my birtyday, I like to have dinner and drink beer and wine. The party is at my house. It starts at 7 o'clock."
A2,The
A1,Name: Lisa Age: 32 Hair color:
B1,"Brazil is a beautiful and friendly country, visited by millions of people each year. If you come to Brazil, here are some tips of etiquette: Don't pick your nose"
A1,"Hi! May name's Bruce I'm twenty-six years old. I'm from Jiangsu SuZhou, in China. Nice to meet you. Bye!"
B2,"The auther's client had a problem. She had an anxiety attack when she had a vision of herself at 60 still working in a same position. This is common occurence in life. In fact, the ordinary man is likely to change a career path six times in their life. But how, you ask, can one do this without blundering into the same predicament all over again? It's easy in two steps: learn about your personality, interests and working style. Consider the activities that really uplift you. Learn what jobs are best suited to your personality and interests. Once you have discovered what it is that would make you happy at work, take the career test."
A2,"Hi,Karinny. I am planning a party with my friends in July on Saturday 14th, at 7 pm. I am sending invitation to 30 of my friends.I hope they can come. Paul and John are bringing orange juice and soft drink and Mary is making a cake and she is bringing some fruit . I hope you can come, Karinny"
A1,"On saturday in the morning, he goes swimming at 11:30, in the afternoon, he eats lunch at 12:30 and he reads emails at 4:00. then he eats denner at: 6:00 o'clock. At nigth he watches TV. On sunday in the morning, he goes to the park with your friends and they play tennis at 11:30. In the afternoon he goes shopping at 3:00 and goes to the cinema at 8:00 o'clock. At nigth he goes to bed at 10:00 o'clock"
A1,
A1,"My name's Diana. I'm from Colombia. I speak Spanish. I have a sister, her name's Sandra. She studies at university. I live with my mother, my father and my sister. We usually eat Colombian food, pizza and ice cream."
A1,
A2,Jasline's Office Dress Code
B1,"I work in an area not much popular or acceptable as an employ, in my town. I'm musician. Music in our region is faced as a"
B1,"Hi Tim! I had been busy, sorry. That's why I haven't been in touch. But now all is ok. It's a great pleasure to hear from you. You had an exciting trip, really! I like it! As for me, I have been in China recently. I was on a Great Wall. It was so incredible! I with my friends used a funicular to reach a high point of Wall. When we got it, we saw a beautiful view of that place!"
B1,"Company John Tiles Ltd. contract a Regional Marketing Manager to work in Manchester. The Job duties are: work with sales to build client base. Minimum requirements: BA Marketing or similar, 2 yrs relevant experience. Salary rage: $30,000 to $35, 000"
A2,"I am a trainer in the fitness club. i really love my job, i find it very exciting and interesting. I always talk with people and help them to be fitter and healther. I only start my career, because i don t go on business trip and write emails. The most gorgeous in my work is that i need not work all time long and have a good reward."
A1,I can recommend you Pine hotel which is right downtown and It has
A2,Hello everyone! I will have a birthday party on Thursday
A2,Write a paragraph about your travel experiences. Where have you been? What have you seen? What have you done? Type in the input box. Write 60-100 words.
A1,"Hi! My name's Acio Patuzzi. I'm from Brazil. I speak Portuguese. My food favorite is Meat, fruits, egges and Pork."
A2,I had
A1,Hi! My name's Simone. I'm eighteen. I'm from Brazil.
A1,I can't play a musical instrument. I enjoy listening music
A1,"Hi, can you buy me for dinner a bottle of wine, a packet noodles, 500 g mixed minced, three peppers, three onions, a bottle of cold-pressed olive oil and some bay leaves? If you like you can stay for dinner. See you."
A1,"Hi: Our teacher likes reading books, flowers,and she likes eating chocolates, But our teacher doesn't like phones earrings,and dresses... we can buy some presents for her.but must she should like it ...."
A1,Hello! My name's Tatiana. I'm 25 years old. I'm from Brazil. I live in Goinia. I'm an Analyst of Credit. I work in a financial
A1,"Hi friend,"
A2,This is my family:
B2,"National sales figures In 2004, book sales increase dramatically to 2 million, followed by a sharp increase to around 2.5 million. Between 2005-2007 national sales have been steadied, although book sales fell sharply to 1 million. Since this year sales have been"
B1,"Dear Mon, I know, you are hopping"
B1,"Dear Marta, How are you? I hope"
A1,Hallo! I'm Elizete from Brazil. I can cook and sing. I like playing the violin and
A2,"Dear my freinds! I go to go music festval. Festival's date is July 26th to 30th. Ticket is 46 pound. England's weather is warm but not too hot and sometimes rains so I need sunscreen,T-shirts, shorts,sunglasses,tent, sweater and waterproof jacket. Good bye!"
A1,Hi
A2,28th of January - 7.30pm
A2,Title: Red Rose And White Rose Author: Zhang Ailing Type of story: love Story Setting: 1944/
B1,"1. First, I will spend"
A2,I was born in 1975. I
A1,"Hi! The online catalog has a sale,They have pink sweaters is 69.00 dollar.This's the for my mom.They have belt is 29.00 dollar.This's the for my friend bob,And they have sneakers and pans,boots,whirt T-shirt. Those are the for my new job,I will be take these .Do you like these clothes."
A2,"Hello Dillon!Many thanks for your arrangement. I love surfing because it's too exciting, but it's dangerous sometimes. I like sailing because it's relaxing. I also like playing chess, but it's not exciting enough for us. I like playing badminton, but it's too tiring. Yes! I love listening to music. It's fun. I can play the drums and I know you can play the guitar.Let's going sailing and making music in my birthday.See you!Tom."
A1,
A1,"In the office, there are a lot"
A2,"Hello, we goes make a party on thursday, 6th may at 1 pm, Should you like go? Will be in my house, st yellow, n 5. Each one will take anything, if you come, you can bring sandwiches chicken and water and wine. Will be approximately 30 people, and could you bring cd dance music, for mine are in the house my mother"
A1,Lucas is very friendly to me.
A1,Saturday He go swimming at 11:30 am. He go eat lunch at 12:30 pm. He go read emails at 4:00 pm. He go eat dinner at 6:00 pm. He go watch TV 10:00 pm.
A2,"Hi, housekeeper! In this letter, I'm writing the Sean, Granny and mine's routine. Sean plays basketball every afternoon, plays computer games at 6pm, and watches movies on Saturday at 5pm. Granny does laundry on Tuesday afternoon, does gardening in the morning and sets the table at 6pm. Also, I feed my dog at 8am every day, walk whith the dog in the afternoon and feed again at 5pm every day."
B1,"My steak was a bit overcooed and tates like hard and dry burned carobon. I think you had better ask whether he likes rare or well-done because differnt people have different tastes. The smell was quite awful so I really hesitate to eat it. Only I can think average about steak is how it looks.But, my wife said waht she choosed was really delicious. Maybe it depends on who clooks it. I hope your food continues to be more deicious!"
A1,I sometimes buy
A1,"Dear customer, I was reading your website specifications right now. It's all clear but I miss some crucial informations in order to get the work completed asap. What's the business case of your website? Which results do you expect from it? How many pages do I have to create? Do you think that a testimonial page will be needed? I suggest including some SEO to get more hits from the search engines, if you agree I'll send you a cost estimation asap. Best Regards, me!"
A1,"There are many interesting activities in my country. On summer, many people enjoys playing soccer on the beach. A lot of people like playing"
A1,Hi
A1,Good evening!
A1,The Maracanan Bar is a really good restaurant. It has meats and
C1,Council President Election
A2,Office dress code Men:
A2,Oh
A2,"Dear Julia,"
B1,"I'm study veterinary medicine and I graduate in 6 months. I have decided, I going to take a volunteer work for an animals organization. I think, it will be very interesting and helpful for my career. I will go to Africa, then I can learn more about another cultures and another languages too. After that in 18 months, I will go come back and work for an animals hospital. Two years later, I hope I want to have my own animals practice."
A1,Hot and Sunny Bahia
A1,Hi
B2,At the
A1,Name: Diego Cabral Age: 24 Hair Color: Black.
A2,Two months ago there was a
A1,"hi, my name's hammam. I am a student, in high school. my favorite day is sun day. on sun day, I get up at 9 o'clock, Ihave a shower, brush my teeth, in the morning. I play soccer, I have lunch in the afternoon. I meet my friends, then we see movie. at night, I goto bad, at 11o'clock."
A1,"Good evening. How are you? I'm fine, thanks. We're busy. Good night."
B1,In the future I will go to college. I want to be a
A1,Name: Cesar Penaranda
A1,"CASS INVITES YOU TO HIS BIRTHDAY PARTY I'll be 42 years old on Saturday. February 19th,"
B1,"Well, I don't believe"
A1,My name's Artur. I'm twenty-five. I'm from Brazil and I live in Mossor.
A2,
B1,1. Name of company - Blue Cruise Alaska
A2,"The Last Of Us is a kind of computer game. In the game you have to fight your way through thousands of crazy, mutated zombies to save yourself. You have to look for equipment and weapons"
A1,"Good evening. How are you? I'm fine, thanks. We're busy. Good night."
A2,I'm a manager. I like my job because my job is very excinting. I always talk on the phone and send emails. I often have meetings and it's long hours. I sometimes go on business trips. I travel with my car and the firm free liquid fuel. I always help people and the people always help me. The firm I work is next my house and I Knew my boss and like him. He and my job's colleagues are very good peoples.
A1,Moscow is beautiful in spring and summer. In summer the weather is sunny.In spring it's warm and sometimes cloudy.
A1,I like
A1,Hi!
A1,"The online catalog has white sneakers, a white T-shirt, a belt, a blue shirt, brown pants and blacks shoes, but is has no dresses."
B1,"Dear friend, I''m happy"
A1,Come to beautiful Suzhou!
A1,I usually go to shop near my house. But
A1,"hi ,my name is lucy.i'm twenty-four.i'm tall and slim.i have long black hair.i have big eyes and small nose.i have long legs .i am very happy."
A2,This
A1,My sister is in great shape. She
A2,"When I arrived at home, the window was broke and the lock's door was also broke, when I looked by the window, I saw a man runing very fast. He was a backpack in your back. He was wearing a gray jacket, a white t-shirt, blue jeans and he was with a big gun. He robbed my Tv and my computer. Next I called to the police. TVU$$700 COMPUTER U$$1500."
A1,"My name's Stefany, I'm from Brazil. I can dance but I can't play instrumente and singer. I don't like cook. I like do sports and I like going to the movies and watch TV."
B2,"Dear Mr Martin, I want to apply for the job available in your center. You will find enclosed my CV who request in all your requirements. I have the competencies as sport trainer with many technical skills to meet the expectations of your customers in sport. As I had several certificates, I can teach in differents areas. I think that it is a advantage to you to have a teacher who can work in several disciplines. And to speak about myself, I like sports, it is my passion. My objective will be that all people should come to play sports with pleasure. To finalize the mail, I'm sure that I'm the perfect candidate. Do not hesitate to contact me if you want a technical demonstration, Hoping to have convinced you of my motivations, Sincerely, Doriane"
B1,"Dear Daria, You know,"
B1,
A1,"Dear Ms Thomas. There are 30 pens, 15 pencils,12 desks, and 14 chairs in the office. Also there are 13 computers, 16 keyboards, 16 headphones and one table. regards Rafael Macal Lopez"
A2,"September 7 2013 Dear Nataly, Thank you for inviting me to your birthday. The party was"
A1,Hi!
B1,Hello. Maby it's gossip. I also belive Gavin Taylor. And they will not divorce. Some people tall she caught him with another woman. But it's not true. I also can't blive it. And I read they are togather. Maby this gossip help to sell newspaper and magazine. And it's good advertising. After this gossip he will be careful. And Gavin Taylor's wife must be belive his husband. I wish good luck to them.
A1,"The Grand Hotel is a famous hotel in Taiwan. It's in Taipei city. The Grand Hotel is a fantasy building especially the roof. It retained the Chinese traditional culture. And the rooms are comfortable and modern. The rates are a little expensive because it's a world-class hotel, around NT$5,700 a night. Many"
B1,
C1,"Considering the fact that fossil fuels are a limited and high-cost source of energy in my town, and the added side-effects that emitted CO2 and other chemicals has on the life quality and sustainability"
B2,"Dear Sir or Madam,"
A1,My house is very comfortable and I share it with my little sister. My bedroom is big and it has its own bathroom.
A2,There's so much to do in California . IF the weather is going to rain in this afternoon.is very wet.I will go shopping in shoppment.Tomorrow the weather is very hot and sunny. The tempureater is 100 degree fahrenheit.a good day to going to beach.It's very exciting and great fun.
A1,"hi! my name is stone. i'm twenty-four years old. my job is nurse. i'm from china. now live in shanghai. there are four people in my famliy. i have my father,my mother,my brother and me. my father is fifty-five years old and my mother is fifty-four years old. my brother is twenty-six years old.his job is doctor in hospitel . that is all! bye"
B1,My husband and I
B1,"Dear Mom and Dad, I miss you so much! You both know that I'm working far away from you"
A2,This night
B1,"Dear Steve,"
C1,"I believe in a balanced role in corporate social responsibility. Companies do have a responsibility to give back to the community and the world. But on the other hand, the companies have direct responsibilities from the shareholders to improve the products and/or services while earning as much revenue as possible. The CEO needs to determine the balance between social responsibility and corporate revenue responsibility. In terms of CSR, I believe all companies can all participate in recycling for the environment, not only locally but also globally. Although papers can be recycled, let's think about how technology can help us not print 10-page documents everyday. Most documents can be saved as PDF on the computer's local drive and then shared into cloud storage. Instead of recycling papers, eliminating paper is one of the most basic things employees can follow. Other recycling is to have a semi-annual corporate E-waste collection, encouraging employees to bring in old or defective electronics. The collection can then be scrapped for electronics recycling or donated to local schools or charity for a tax deduction."
A1,Hi
A1,"Hello! My name's Ana Lucia. I'm fifty years old. I'm from Rio de Janeiro, Brazil, but I live in Ushuaia, Argentina. I like listing to music. Do you? Nice to meet you. Goodbye."
A2,"Dear Alina, Thanks to inviting me to dinner at"
A2,"When I was young I had an accident when I was playing in the park, with some friends. I went up in a toy and I fell sprained my leg and my arm, it hurt a lot. My mother was very worried and called the ambulance"
A2,Hi Mum I am in Santa Monica now.
B2,"At the beginning of the meeting the CEO said the company was losing market share in Latin America, our main market, and to try to solve this problem some actions would be necessary. I - the first of them would be the change of the CEO for Latin America by a professional coming from one of our major competitors; II- All possible efforts should be made for completion, later this year, the projects of our two new products, because it was detected that one of the causes of our loss of market share was our lack of innovation; Finally the CEO determined that the marketing department should immediately begin a project of an aggressive campaign for the launch of the new products. A meeting was scheduled for 15 days, for the first analysis of the corresponding action plans."
A1,"My name is Andr Jos. I'm in good shape. I eat well, and do exercise every day. I run in the morning every day and surf once or twice a week."
A2,"Dear Julia,"
A2,Hi Julia. I did the ironing and washed the dishes last monday. Every week I washed the dishes and maked the beds. On Thursday I also did others things. I maked dinner and I payed the bills. On Saturday I swept the flor and mopped the floor in the morning. I did the laundry and vacuumed on Sunday. Our flat is very clean. I had a week very tired. Next week you will make my chores.
A1,Hi teacher: I'm Erik.
A1,Hi Muhhamad! There are many sports and activities in my country. Many people enjoy playing soccer. A lot of people like mountain
A1,"Hi,"
A1,
A1,"In the office, there are some computers, some desks and chairs. There aren't people. There is a kitchen, a few windows and a lot of restrooms. There are some"
A1,"In my office, there a lot of desks. There are some computers and some restrooms. There"
A1,Hi! My full name's Oswaldo Baccarini Junior.
A1,Hi! My name's Swesslath
A1,"My favorite day is Saturday. I have lunch at 12 o'clock. In the afternoon, I study. In the evening, I study. At night I go to the movies."
A1,"Hi! This is the menu: We have bread and cheese for starter. We have vegetables, chicken and rice for main course. We have ice cream for dessert . We have water, juice and beer for drink . See you!"
B1,"Hi Tom, How are you ? Sorry if I didn't call you but I have been very busy. You had a vary scary experience ! Typhoons are very dangerous. Me too I had a bad experience with a windy weather. Last year I went in Riva del Garda sailing with my little boat. The weather was good, the sky was blu and the wind was coming up but no so strong. I was in the middle of the lake when the wind increased and it was difficult for me to controle my boat. Suddenly my boat capsized and I fell in the water. It was shocking and terrific !! Fortunately soon the wind cut down and I could come back to the harbour. It has been a good life experience that I will remember years !! See you soon. Bye ,bye Francesco"
A1,Dear Ms
A1,Hi!
A2,I go to work at 8 o'clock and go home at 5 pm from Monday to Friday.
A1,"Hello! My name's Mohammed, i'm from Saudi Arabia.I live in Riyadh. I'm a teacher, i work at school . I like my job."
B2,"Hi Anna, I am writing to you because I found a job opportunity for you. I think it is amazing and would like to encourage you to apply for it."
A1,"I live in the city of Sao Paulo,"
A2,I live in a very hot tropical country
A1,Name: Linda
A2,In the next year in Brazil will have
A2,"Hi Dillon. I don't like surfing because I can't swim, i don't like scuba diving because it's too dangerous. I like playing soccer because it's fun and interesting. I also like playing chess because it's interesting and relaxing. I do't like playing the guitar because it's too difficult for me."
A1,Jerry is my manager.
C1,"For the demographic group 1, the women between 15 and 19 years old, I find a few advantages for the promotion of our product. First of all, our analyze shows a growth trend in the purchasing power which will certainly boost our sales. Secondly, by 2025, the demograpfhic prediction shows that not only we will have a larger number of potential clients but also a faster growth. There are also disatvantages: generaly women buy less magazines and are more atracted to online exclusive content as copared to men. In addition, there are already another 6 competitive products on the market. This will make our entrance on the market more costly and our product risks to be just a fad. Thus I consider that we have better chances to promote our next big hit by investing in the market represented by the second demographic. On the one hand men buy a larger amount of magazines and on the other hand, they have now and in the future a bigger purchasing power. Moreover, the competition on the market is realy weak. So is on this market that I think we will have the chance to see our market share risingly rapidly."
A1,"Date: 11th Time: 9.30am Message for: Mr. Jones From: Margaret Kendall Telephone number:: ### ####### Message: Lunch with she at La Maison restaurant, Tuesday 12th: Taken by: Jie li"
A1,"My name is Shahd Faraj. I'm (17) saventeen years old. I'm from Riyadh, Saudi Arabia. I'm live in Dubai, United Arab Emirates. I'm a student."
A1,"In my office, there are"
B1,"Dear Patrick,"
A1,Hi: My name is John.I am 24years old.I am tall and I have a short and black hair.My teeth is white.I have a big nose.
A1,Hi! I
B1,
A1,My favorite hotel is Quality. It's in the
A2,Hello Dillon
B1,I think that
A1,"Hi, Jane. Go straight ahead on Liverpool Road and turn left on Green Ave. Your home is next to restaurant."
B1,The office culture
A1,The
A2,
A1,"Hi, Jane!"
A1,Hello! I'm Jose from Brazil. I like watching The Simpsons on TV. I like running and swimming. I can dance and cook. I don't like
A1,Hello!
B1,"Dear Yoda, You are my best friend, and I hope that I can tell you"
A1,Good evening.
A1,My neighborhood is a good. There''s a shopping mall near here. There''s a good bakery across from the street in front of my building. There''s a drugstore
A1,Good evening? How are you
A2,I work in my business. I have a little more of 50 people working for me. But I have a franchise and have more 8 stores with my mark. I love my job. Is my dreams a long time ago. I was 12 years old when I decided be a businessman. My job is exciting and sometimes I help people for make the best. The people needs of climate happy for work with joy. I work for that. All my employees is young. The climate is very good.
A1,Hi
B1,"Hello Robert, First off, I'd like to say thanks for your message and for asking me these questions. The subject I'd like to study is English language. The reasons for studying English in general are: It's a global language and it's very important to know how to speak English when you travel or communicate with foreign people. I also love English since I was a young girl. I always dreamed of being an English teacher, and maybe I'll have this opportunity in my life. These days I'm studying at two online universities. All my studies are in English. So, it's very important to take this program to improve myself as much as possible. As for online studying, it's more cheaper and active. Otherwise, I can't go to the universities or institutes everyday to gain knowledge. My life is hectic and doesn't allow me to do it. I think online education is completely suitable for me. I'm ambition, committed and patient learner. So, I'll work hard to meet my targets. Life is more beautiful with challenges and victories. Yours faithfully, Sahar"
A1,My name is Lera. I live in Belgorod. My day is very busy. I get up at 7 in the morning.
A1,"Hi, My name is Monera. I am from Saudi Arabia. I love to watch football. I like shopping. I have 5 people in my family. My father, my mother, my two sisters and my brother. They like eating in front of TV. Their favorite fruit is apple. We love going to the park in weekend. In the park, we drink coffee."
A2,There was a robbery near to my job last
B2,Im an they long in an office where you have to watch out your shoulders. I hope one this dream would be
A1,"Hi, do you want buy these"
B1,In my country if you have finished
A1,"Dear Ms Thomas,"
A1,I live in
A1,Good evening. How are you? I'm fine. Thanks.
A2,"The routine of Sean: He plays basketball every afternoon, He plays computer at 6pm and He watch movies on Saturday at 5pm. The routine of Granny: She does laundry on Thuersday afternoon, She does gardening in the morning and She sets the table at 6pm. My routine: I feed the dog at 8am and 5 pm every day and I walk the dog in the afternoon. Thank you. Mark."
A1,"Hi,"
B1,
A1,"What can I tell about myself? My name is Jane. I'm 24 years old. I'm a serious and well-balanced person. Sometimes I think that I'm too modest, sometimes not, it depends on my mood. I'm emotional, honest, reliable and open-minded person. I like cooking, drawing, reading, nature and animals. I also enjoy travel and cultural activities."
B1,"First I will study some matters and a little english to improve my resume. Next, I will apply for a job in a big IT company, because I always dream about working with information tecnology. Another thing I want to do is a pos-graduation in software engineering (service oriented architecture) to complement my software developing skills. The fourth stage of my plan is try to find a job in other country like USA, Ireland, UK or Spain. Finally, I will be able to teach other people interested in learn how I do my work."
A2,To: xxx@reimac.com.br; xxx@reimac.com.br; xxx@reimac.com.br; From: xxx@reimac.com.br Dear
A1,My city is
A1,"Hi,"
A2,i work director on tv. i like my job. it very interesting. every day i watch tv and tail on the phone. I have many different actions at work. I sometimes work on weekends because I have to perform a very difficult project and I do all underachieving on weekdays.But usually it is very exciting and diverse.
A1,Name: Giovanna Andriani Age: 23 Hair Color: blond Eye Color: brown Describe yourself: I'm tall and slim. I have
A2,I usually wake up in the morning at 8 pm. I do homework everyday. I go to walk with my dog sometimes. I do ironing and wash the dishes. I play the tennis sometimes weekend
A2,"January, 10 Dear Sally Thanks for inviting me"
A2,"I really love traveling, but"
A2,"I had an accident some years ago, I just had had my second child, I was walking down the stairs,"
A2,
B1,"I will describe a game . First we must have two people to play the game . One of them choise a little object and take with one hand . Then put both hands on the back and hide the object . Next step is to show both hands with face down to the other player . After you must ask to your friend to try to guess in wich hand is the object . You must make a deal to decide how many time do you will play . Finally, the winner is who guess more time"
A1,My favorite holiday is New Year's. It
A2,I described difficulties during the integration process
A2,My routine is:
A1,"My Chinese name is Huang Yanna,My english name is Anna, i'm twenty-six,I come from Hunan,China,but i live in Xiamen,China, i like music and read,every day,i come here study english,also,i have some english friends in here.but in my english class,i speak english was bad,and Not be a very good understanding of the teacher"
B1,Last November
A1,"I like my light green shirt, and my green pants. I like my brown shoes, and my yellow jackets too."
A2,"Tereza (38) Hi, I'm Tereza.I joined the family in 1998 when Theo and I got married. We have two sons,Alex and Edward.I'm easy- going and a bit lazy. Theo is neither easy-going nor lazy.He is both hard-working and patient. Alex is fairly quiet but Edward is very noisy. I'm a businesswoman and have my own company. We sell furniture. In six years time, we'll definitely start exporting to Europe."
A1,
A2,I had an accident
A1,"Hi,"
A1,Hi! My name's Talita. I'm
A1,"I like wearing a skirt and a blouse, a jeans and a t-shirt, a shoes and a sneakers. I also like wearing a pants and a shirt, short jeaket, a blouse."
A2,"I has a small family my mother, non fatty short brow har, an brother tall with curly , short gray hair he worked driver the truck, my sister is white with straigh, long blonder hair she is beautill sallon i am tall , white straigh short blonder hair i working on board i love my work"
A2,"Dear friends I am planing for birthday party Inviting 10 people Will be in a resteurent Will have a drink and juice for 10 people for free One big cake for birthday John will bring CD music Fruites ( 10 slices), strawberry, 5 apples will bring gift please bring one with you"
A1,I'll be 50 years old on
A2,I have two sisters. They are very intelligent and sometimes a bit
A1,Jiaxing is a beautiful and
A2,"Hi, I play soccer every day in the morning. I play computer every day after dinner. I watch TV on Sunday at 3 o'clock. I usually walk the dog on Saturday in the morning. I eat lunch at 1 o'clock every day. Bye."
A1,
A1,Most people in my country like surfing
A1,My name is Lee.
A2,"Hi guys, how are you? Yesterday I arrived in California. Today the weather is not good, it's going to rain, it's wet. Well I'm going to the museum and after that I will take the brunch in one of the great"
A1,My name is Luciana and I have 40 years old. I'am short and slim. I have long blonde hair and big brown eyes. I'am happy and like happy people too.
A2,"Dear Granny,"
A1,
B1,I often
B2,"Hi anna, I've found an absolutely amazing job for you. let me to tell you why you should apply for. You 'll prepare food for all the animals in the zoo and feed them on a daily basis. You'll get also all these benefits: full accident insurance, one month holiday every year and free trip to Florida in order to observe crochodiles. If you love animals and the nature as you say you can't refuse that."
A1,"Good evening. How are you? I'm fine, thanks? We're busy. Good night."
A2,There was theft and murder in the bank the day before yesterday. The thieves arrived
A2,Several years ago
A2,Hello everyone!
A1,My neighborhood is small. There's a coffe shop and good pizza place but it's very expensive. My favorite place is quot;
C1,"Good morning, my name is Ana Santibaez and I'm here to ask you to vote me for student council president. I can assure you that I am the best motivated candidate to lead this position because I think you have to be involved in the educational issues to put your trace in changing"
A1,"In my office, there are a lot of people. There are a lot of desks, a lot of computers and a lot of chairs. There is a kitchen, a meeting room, a few restrooms, a few windows and a lot of doors."
A2,"I was walking on street hearing music in my cellphone, suddenly a man came running and pull my cellphone and continued running, Went very fast, when I understood, the man was too far. I lost my cellphone."
B1,The technical product that had the biggest impact on my life is the computer.
A1,
B1,"Hey,"
A1,"Sorry about the weather, but you're on vacation! You should sleep, walk, listen to music and go to a museum or watch a basketball game of his team."
B1,To whom it may concern I am writing in response to online ad for an computer
A2,I get up at 7 am every day. I make breakfast everyday in the morning. Sometimes I play video games. I don't do the ironing On Friday. but I wash my clothes on Friday. I study English every day in the evening. I do the shopping once a week. I usually surf the internet in the morning. Sometimes I eat out. I go jogging every weekend and I do housework every weekend.
A1,I'm so sorry about the weather. You should be really
A2,This is my family picture. My father is called Mansu.
B1,I
A1,
A2,I work with my father downtown. I have three skills for my job. I
B2,"Slide 1 Online Networking: Play it Safe! Types: Social Networking and Business Networking Issues:Technical Security and User Security Slide 2 Social Networking Hazards - lack of new technical and functional features - attachments and peer-to-peer programs - open interaction among users - loose connection - too much chatting: disclosure of one's company intellectual property Slide 3 Desired Security Features - filter or block of undesired contacts or URLs - barriers against near-strangers - adjustment of how much information to share - adjustment of what can be seen on one's profile Slide 4 Business Networking Hazards - disclosing intellectual property - supplying competitors with one's organization charts - revealing company's suppliers, partners and clients Slide 5 Desired Security Features - adjustment of how much information can be accessed - customization of other's view of you - the less the better - control of Web crawlers"
A1,"Hi Mike! I live in Brazil. In my country, many people love watching football, and many boys dream of becoming football players. I like swimming on weekends and in the summer I like to play volleyball on the beach."
B2,"Cassio is the kind of person who collaborates with everyone when he's working on a business project. He shows respect and courtesy toward people and keeps confidences to others. He follows through on commitments, acknowledges and apologizes for mistakes and leads by example. Cassio is loyal to those who are absent, i.e., does not criticize people behind their backs. He balances all aspects of life in terms of work, leisure and family and maintains overall effectiveness with high quality work and makes cost-effective use of resources, he is a hard worker person. He takes initiative to get things done, works to solve problems rather than avoiding them, maintains self-control, even in difficult or emotional circumstances and receives negative feedback without becoming defensive."
A1,My name's
A1,"Hi! I think you should buy the purple top, the purple is nice. How about the beige sweater? The beige sweater is expensive but it's very beautiful. The red hat is cheap, why don't you buy it? Johnson"
A1,"Hi, my name is Rodrigo"
A1,"Good evening. How are you? I'm fine, thanks. We're busy. Good night."
A1,"San Luis Potosi, Mexico"
A1,Hi!
A1,I live in Iper.
B1,I feel strongly that there are too many stupid programs on TV in
C2,You know that day when everything seems to go wrong
A1,My neighborhood is very interesting
A2,"Dear Polaris,"
